order_id,order_date,customer_id,product_id,product_name,category,region,country,quantity,unit_price,revenue,cost,profit,sales_channel,profit_margin_pct
ORD-000045,9/12/2025,CUST-03464,PROD-02624,Monitor,Electronics,North,Bangladesh,20,2354.18,47083.6,23653.11,23430.49,Online,49.76
ORD-000046,8/7/2024,CUST-02200,PROD-03824,Desk Organizer,Office Supplies,East,India,5,2068.38,10341.9,6406.35,3935.55,Online,38.05
ORD-000047,8/17/2025,CUST-01160,PROD-05910,Desk Organizer,Office Supplies,South,Sri Lanka,1,1260.09,1260.09,774.82,485.27,Offline,38.51
ORD-000048,4/16/2024,CUST-01558,PROD-07583,Smartphone,Electronics,East,Malaysia,5,2074.96,10374.8,7557.52,2817.28,Offline,27.16
ORD-000049,8/3/2025,CUST-02243,PROD-02500,Monitor,Electronics,East,Malaysia,1,1462.28,1462.28,840.53,621.75,Online,42.52
ORD-000050,8/31/2025,CUST-03040,PROD-09312,Security Suite,Software,North,Bangladesh,10,3396.08,33960.8,22475.65,11485.15,Partner,33.82
ORD-000051,12/24/2025,CUST-02085,PROD-04895,Pen Set,Office Supplies,West,India,1,1243.82,1243.82,732.86,510.96,Online,41.08
ORD-000052,10/12/2024,CUST-02365,PROD-03201,Printer Paper,Office Supplies,West,India,2,576.62,1153.24,760.4,392.84,Online,34.06
ORD-000053,1/8/2024,CUST-01724,PROD-07919,Printer Paper,Office Supplies,West,India,1,1770.02,1770.02,890.19,879.83,Online,49.71
ORD-000054,7/7/2024,CUST-01394,PROD-05608,Printer Paper,Office Supplies,West,UAE,2,509.79,1019.58,759.3,260.28,Online,25.53
ORD-000055,3/21/2024,CUST-03447,PROD-03262,Bookshelf,Furniture,East,India,1,2062.97,2062.97,1474.47,588.5,Online,28.53
ORD-000056,4/17/2024,CUST-02064,PROD-01998,Installation,Services,West,India,2,1001.08,2002.16,1319.2,682.96,Partner,34.11
ORD-000057,11/16/2024,CUST-02155,PROD-08168,Monitor,Electronics,North,Bangladesh,1,199.87,199.87,137.03,62.84,Partner,31.44
ORD-000058,8/1/2025,CUST-02466,PROD-06775,Installation,Services,North,Nepal,1,4654.85,4654.85,3174.23,1480.62,Offline,31.81
ORD-000059,11/16/2025,CUST-02714,PROD-09965,Monitor,Electronics,North,India,2,1279.99,2559.98,1811.73,748.25,Online,29.23
ORD-000060,12/11/2024,CUST-02106,PROD-06204,Installation,Services,South,Singapore,2,725.59,1451.18,1041.79,409.39,Partner,28.21
ORD-000061,11/23/2024,CUST-03289,PROD-07846,Security Suite,Software,South,Singapore,4,5166.92,20667.68,12690.8,7976.88,Partner,38.6
ORD-000062,7/8/2025,CUST-02989,PROD-01208,Desk Organizer,Office Supplies,South,India,5,1324.15,6620.75,5312.78,1307.97,Offline,19.76
ORD-000063,11/29/2025,CUST-02755,PROD-03437,Consulting,Services,West,UAE,2,795.22,1590.44,875.32,715.12,Online,44.96
ORD-000064,10/28/2024,CUST-02291,PROD-03197,Desk,Furniture,South,Sri Lanka,4,1363.8,5455.2,4327.27,1127.93,Online,20.68
ORD-000065,7/18/2024,CUST-02539,PROD-08305,Consulting,Services,South,Sri Lanka,3,564.41,1693.23,1318.58,374.65,Offline,22.13
ORD-000066,2/22/2025,CUST-03467,PROD-02226,Consulting,Services,East,Thailand,3,1332.59,3997.77,2066.93,1930.84,Offline,48.3
ORD-000067,2/8/2024,CUST-03025,PROD-07357,Smartphone,Electronics,North,Nepal,1,1218.98,1218.98,738,480.98,Offline,39.46
ORD-000068,11/2/2024,CUST-03009,PROD-02494,Monitor,Electronics,West,India,1,3797.99,3797.99,3026.03,771.96,Partner,20.33
ORD-000069,1/4/2024,CUST-03064,PROD-03021,CRM License,Software,North,India,2,2532.93,5065.86,2482.57,2583.29,Partner,50.99
ORD-000070,9/24/2025,CUST-01018,PROD-01570,Security Suite,Software,West,UAE,3,1488.39,4465.17,2331.78,2133.39,Online,47.78
ORD-000071,3/17/2024,CUST-01835,PROD-05953,Headphones,Electronics,West,India,20,4046.83,80936.6,48980.86,31955.74,Online,39.48
ORD-000072,4/12/2025,CUST-02066,PROD-02840,Office Chair,Furniture,North,India,2,2506.3,5012.6,3367.08,1645.52,Partner,32.83
ORD-000073,6/27/2024,CUST-03028,PROD-06214,Desk,Furniture,North,India,10,797.19,7971.9,5725.45,2246.45,Offline,28.18
ORD-000074,10/6/2025,CUST-01969,PROD-01437,Maintenance,Services,West,UAE,2,712.6,1425.2,978.12,447.08,Online,31.37
ORD-000075,10/2/2024,CUST-02499,PROD-01462,Printer Paper,Office Supplies,East,Malaysia,1,2861.85,2861.85,1644.9,1216.95,Online,42.52
ORD-000076,5/31/2024,CUST-02435,PROD-01089,Laptop,Electronics,East,Malaysia,1,1175.46,1175.46,851.89,323.57,Offline,27.53
ORD-000077,6/12/2024,CUST-01321,PROD-01850,Monitor,Electronics,West,UAE,3,177.69,533.07,432.28,100.79,Offline,18.91
ORD-000078,10/16/2024,CUST-01896,PROD-03544,Office Chair,Furniture,North,India,1,862.63,862.63,637.56,225.07,Offline,26.09
ORD-000079,1/12/2025,CUST-02605,PROD-09690,Installation,Services,South,Sri Lanka,3,1258.49,3775.47,2804.91,970.56,Online,25.71
ORD-000080,9/12/2025,CUST-01253,PROD-06340,Training,Services,North,Nepal,1,372.64,372.64,286.93,85.71,Online,23
ORD-000081,9/29/2025,CUST-03225,PROD-08128,Smartphone,Electronics,West,India,2,1334.4,2668.8,1394.28,1274.52,Partner,47.76
ORD-000082,11/5/2024,CUST-01456,PROD-05355,Smartphone,Electronics,East,Malaysia,2,797.88,1595.76,1277.41,318.35,Offline,19.95
ORD-000083,1/23/2025,CUST-02438,PROD-05292,Office Chair,Furniture,South,Sri Lanka,1,1599.65,1599.65,1238.27,361.38,Online,22.59
ORD-000084,10/19/2025,CUST-03288,PROD-07706,Desk Organizer,Office Supplies,North,India,1,791.98,791.98,405.76,386.22,Partner,48.77
ORD-000085,7/1/2024,CUST-02409,PROD-09367,Notebook,Office Supplies,South,Singapore,1,1321.95,1321.95,910.7,411.25,Online,31.11
ORD-000086,11/1/2024,CUST-01376,PROD-02416,Printer Paper,Office Supplies,South,Sri Lanka,2,574.86,1149.72,750.88,398.84,Offline,34.69
ORD-000087,3/12/2024,CUST-01839,PROD-04473,Analytics License,Software,East,Malaysia,3,923.95,2771.85,1373.87,1397.98,Online,50.43
ORD-000088,8/6/2024,CUST-02851,PROD-08433,Desk,Furniture,East,India,2,2308.03,4616.06,2974.66,1641.4,Online,35.56
ORD-000089,12/19/2025,CUST-01528,PROD-04164,Monitor,Electronics,West,India,4,1945.45,7781.8,5961.58,1820.22,Offline,23.39
ORD-000090,6/21/2024,CUST-02061,PROD-06513,Maintenance,Services,South,Sri Lanka,2,1709.43,3418.86,2589.73,829.13,Online,24.25
ORD-000091,10/14/2025,CUST-01165,PROD-03865,Laptop,Electronics,North,Nepal,3,814.98,2444.94,1655.98,788.96,Online,32.27
ORD-000092,9/28/2024,CUST-02839,PROD-03452,Meeting Table,Furniture,East,Malaysia,2,2004.17,4008.34,2076.45,1931.89,Online,48.2
ORD-000093,12/26/2025,CUST-03020,PROD-07626,Installation,Services,West,UAE,2,1634.37,3268.74,1596.82,1671.92,Online,51.15
ORD-000094,4/12/2025,CUST-03410,PROD-05686,Installation,Services,East,Malaysia,3,1427.13,4281.39,2234.47,2046.92,Offline,47.81
ORD-000095,9/25/2024,CUST-03350,PROD-06060,Desk,Furniture,West,India,5,1899.36,9496.8,4955.9,4540.9,Partner,47.82
ORD-000096,1/20/2024,CUST-03263,PROD-03678,CRM License,Software,South,India,3,459.61,1378.83,920.43,458.4,Partner,33.25
ORD-000097,7/31/2025,CUST-02888,PROD-01422,Notebook,Office Supplies,East,Thailand,2,999.28,1998.56,978.75,1019.81,Online,51.03
ORD-000098,5/17/2025,CUST-03333,PROD-01722,Desk Organizer,Office Supplies,South,India,1,3547.37,3547.37,2360.95,1186.42,Offline,33.45
ORD-000099,5/26/2024,CUST-02040,PROD-05049,Notebook,Office Supplies,North,Nepal,1,1320.91,1320.91,915.29,405.62,Online,30.71
ORD-000100,3/4/2025,CUST-03360,PROD-08406,Desk,Furniture,North,Nepal,10,852.83,8528.3,4780.55,3747.75,Online,43.94
ORD-000101,6/13/2024,CUST-01716,PROD-09723,Pen Set,Office Supplies,North,India,10,2284.77,22847.7,18721.87,4125.83,Online,18.06
ORD-000102,11/5/2024,CUST-03055,PROD-01473,Desk Organizer,Office Supplies,East,India,2,1551.71,3103.42,2201.62,901.8,Online,29.06
ORD-000103,6/1/2025,CUST-01328,PROD-07382,Smartphone,Electronics,South,Sri Lanka,1,1162.54,1162.54,723.73,438.81,Partner,37.75
ORD-000104,1/14/2024,CUST-01198,PROD-03780,Training,Services,South,Singapore,1,395.71,395.71,261.72,133.99,Offline,33.86
ORD-000105,5/11/2024,CUST-01610,PROD-01918,Cloud Storage,Software,West,Saudi Arabia,3,1393.33,4179.99,3344.88,835.11,Online,19.98
ORD-000106,3/14/2025,CUST-02453,PROD-04422,Desk,Furniture,North,Nepal,3,408.07,1224.21,843.56,380.65,Partner,31.09
ORD-000107,11/4/2025,CUST-02173,PROD-08177,Desk Organizer,Office Supplies,South,Sri Lanka,2,1085.27,2170.54,1220.31,950.23,Online,43.78
ORD-000108,9/19/2024,CUST-01547,PROD-08889,Headphones,Electronics,West,Saudi Arabia,1,1533.21,1533.21,773.08,760.13,Offline,49.58
ORD-000109,10/4/2025,CUST-01650,PROD-09840,Desk Organizer,Office Supplies,North,Bangladesh,2,861.33,1722.66,1113.52,609.14,Offline,35.36
ORD-000110,8/12/2024,CUST-01409,PROD-05888,Desk,Furniture,North,Nepal,5,1359.73,6798.65,5082.44,1716.21,Online,25.24
ORD-000111,9/14/2024,CUST-02037,PROD-08425,Training,Services,South,Sri Lanka,3,1611.6,4834.8,3498.85,1335.95,Online,27.63
ORD-000112,8/21/2024,CUST-03261,PROD-04351,Desk,Furniture,North,India,3,1462.93,4388.79,2957.22,1431.57,Partner,32.62
ORD-000113,12/1/2024,CUST-02984,PROD-03052,Headphones,Electronics,West,India,1,684.41,684.41,340.07,344.34,Offline,50.31
ORD-000114,2/12/2025,CUST-02179,PROD-02843,Monitor,Electronics,West,India,2,762.24,1524.48,808.55,715.93,Offline,46.96
ORD-000115,1/24/2024,CUST-02273,PROD-08144,Security Suite,Software,East,Malaysia,3,1365.43,4096.29,2221.09,1875.2,Offline,45.78
ORD-000116,9/27/2024,CUST-02019,PROD-06350,Headphones,Electronics,West,UAE,1,488.22,488.22,316.33,171.89,Online,35.21
ORD-000117,4/4/2024,CUST-03146,PROD-03164,Notebook,Office Supplies,West,Saudi Arabia,1,1929.75,1929.75,938.3,991.45,Offline,51.38
ORD-000118,5/21/2024,CUST-02557,PROD-03687,Cloud Storage,Software,North,Bangladesh,1,938.61,938.61,645.11,293.5,Online,31.27
ORD-000119,11/24/2025,CUST-01270,PROD-07360,Consulting,Services,West,India,1,1733.73,1733.73,1173.2,560.53,Offline,32.33
ORD-000120,12/18/2025,CUST-01625,PROD-05325,Office Chair,Furniture,East,Malaysia,4,1062.88,4251.52,2341.46,1910.06,Offline,44.93
ORD-000121,3/21/2024,CUST-02372,PROD-09615,Desk Organizer,Office Supplies,West,India,1,389.6,389.6,281.75,107.85,Partner,27.68
ORD-000122,9/30/2024,CUST-02256,PROD-06692,Security Suite,Software,West,UAE,3,1076.58,3229.74,2281.91,947.83,Online,29.35
ORD-000123,10/2/2024,CUST-01384,PROD-07117,Training,Services,South,Sri Lanka,4,1768.04,7072.16,5514.59,1557.57,Partner,22.02
ORD-000124,4/9/2025,CUST-02015,PROD-02469,Security Suite,Software,North,Bangladesh,10,4448.88,44488.8,33524.15,10964.65,Offline,24.65
ORD-000125,7/26/2024,CUST-02355,PROD-06828,Security Suite,Software,North,Nepal,5,1453.79,7268.95,5180.56,2088.39,Partner,28.73
ORD-000126,10/22/2024,CUST-02749,PROD-08935,Smartphone,Electronics,South,Singapore,3,481.56,1444.68,1062.43,382.25,Offline,26.46
ORD-000127,2/8/2024,CUST-02873,PROD-05721,Installation,Services,West,India,10,432.76,4327.6,2160.4,2167.2,Online,50.08
ORD-000128,10/14/2024,CUST-01488,PROD-01451,Analytics License,Software,West,Saudi Arabia,1,3058.82,3058.82,1904.86,1153.96,Online,37.73
ORD-000129,5/3/2024,CUST-01644,PROD-01479,Pen Set,Office Supplies,North,Bangladesh,4,1172.99,4691.96,3600.3,1091.66,Partner,23.27
ORD-000130,10/9/2024,CUST-02467,PROD-02060,Laptop,Electronics,East,India,2,1394.3,2788.6,1636.26,1152.34,Online,41.32
ORD-000131,6/28/2024,CUST-01315,PROD-06951,Desk,Furniture,South,Sri Lanka,2,745.43,1490.86,731.63,759.23,Online,50.93
ORD-000132,4/6/2024,CUST-03491,PROD-07687,Desk,Furniture,North,Nepal,2,1802.39,3604.78,2719.11,885.67,Partner,24.57
ORD-000133,7/9/2024,CUST-01281,PROD-03770,Office Chair,Furniture,North,Nepal,4,426.88,1707.52,925.06,782.46,Offline,45.82
ORD-000134,3/14/2024,CUST-02134,PROD-06441,Cloud Storage,Software,South,India,4,2809.06,11236.24,8186.46,3049.78,Online,27.14
ORD-000135,3/22/2025,CUST-03440,PROD-02317,Monitor,Electronics,West,Saudi Arabia,5,1500.52,7502.6,4472.51,3030.09,Online,40.39
ORD-000136,5/11/2025,CUST-03114,PROD-01958,Office Chair,Furniture,South,India,4,1046.4,4185.6,2474.38,1711.22,Offline,40.88
ORD-000137,7/14/2025,CUST-03225,PROD-04994,Installation,Services,East,India,1,777.04,777.04,561.58,215.46,Offline,27.73
ORD-000138,4/28/2025,CUST-01718,PROD-04666,Office Chair,Furniture,East,Malaysia,4,369.97,1479.88,730.5,749.38,Offline,50.64
ORD-000139,12/22/2025,CUST-03415,PROD-07692,Training,Services,South,Singapore,2,606.18,1212.36,609.33,603.03,Offline,49.74
ORD-000140,4/25/2024,CUST-02198,PROD-09891,Installation,Services,West,UAE,4,1441.67,5766.68,4325.62,1441.06,Online,24.99
ORD-000141,6/18/2025,CUST-02665,PROD-08261,Maintenance,Services,West,UAE,1,782.22,782.22,405.5,376.72,Offline,48.16
ORD-000142,4/7/2024,CUST-02263,PROD-03926,Monitor,Electronics,North,Bangladesh,3,667.34,2002.02,1114.4,887.62,Offline,44.34
ORD-000143,11/23/2024,CUST-01291,PROD-06469,Cloud Storage,Software,South,Singapore,20,4578.81,91576.2,55007.43,36568.77,Offline,39.93
ORD-000144,2/10/2025,CUST-01868,PROD-03770,Office Chair,Furniture,South,Singapore,1,861.31,861.31,565.55,295.76,Offline,34.34
ORD-000145,11/8/2024,CUST-02388,PROD-06787,Headphones,Electronics,South,India,3,660.04,1980.12,1402.43,577.69,Online,29.17
ORD-000146,12/2/2025,CUST-02600,PROD-04734,Notebook,Office Supplies,North,Nepal,4,3069.68,12278.72,6846.33,5432.39,Partner,44.24
ORD-000147,11/24/2025,CUST-03428,PROD-09541,Security Suite,Software,East,Thailand,4,693.67,2774.68,1471.21,1303.47,Online,46.98
ORD-000148,5/27/2024,CUST-03227,PROD-09456,Analytics License,Software,South,Singapore,2,866.96,1733.92,1221.2,512.72,Offline,29.57
ORD-000149,12/7/2024,CUST-02727,PROD-01908,Headphones,Electronics,North,Bangladesh,1,1377.53,1377.53,878.25,499.28,Online,36.24
ORD-000150,5/9/2025,CUST-03269,PROD-04366,Desk Organizer,Office Supplies,South,Singapore,20,877.05,17541,10954.97,6586.03,Online,37.55
ORD-000151,1/23/2024,CUST-02347,PROD-08915,Monitor,Electronics,West,UAE,1,1251.43,1251.43,929.54,321.89,Online,25.72
ORD-000152,4/14/2024,CUST-02034,PROD-04988,Headphones,Electronics,North,Bangladesh,1,521.15,521.15,381.23,139.92,Online,26.85
ORD-000153,11/5/2025,CUST-02686,PROD-05587,Smartphone,Electronics,North,India,5,819.68,4098.4,3324.84,773.56,Online,18.87
ORD-000154,8/1/2025,CUST-01501,PROD-02016,Office Chair,Furniture,South,India,2,1267.56,2535.12,1614.26,920.86,Offline,36.32
ORD-000155,7/11/2025,CUST-03291,PROD-06339,Bookshelf,Furniture,West,Saudi Arabia,1,1956.29,1956.29,1063.75,892.54,Partner,45.62
ORD-000156,8/15/2025,CUST-01214,PROD-07212,Smartphone,Electronics,North,India,2,2874.64,5749.28,4181.45,1567.83,Online,27.27
ORD-000157,10/20/2025,CUST-02453,PROD-04727,Desk Organizer,Office Supplies,East,Thailand,2,888.88,1777.76,1271.87,505.89,Offline,28.46
ORD-000158,8/9/2024,CUST-02379,PROD-02318,Laptop,Electronics,West,UAE,3,811.8,2435.4,1474.14,961.26,Online,39.47
ORD-000159,1/15/2024,CUST-02069,PROD-05312,Maintenance,Services,North,Bangladesh,4,873.99,3495.96,2324.69,1171.27,Online,33.5
ORD-000160,9/24/2025,CUST-02870,PROD-01301,Notebook,Office Supplies,East,Thailand,2,531.62,1063.24,819.23,244.01,Offline,22.95
ORD-000161,3/18/2024,CUST-01006,PROD-08363,Headphones,Electronics,South,Sri Lanka,1,1083.13,1083.13,689.31,393.82,Partner,36.36
ORD-000162,11/17/2024,CUST-03036,PROD-02553,Laptop,Electronics,East,India,2,893.53,1787.06,1265.3,521.76,Online,29.2
ORD-000163,8/28/2024,CUST-02962,PROD-01938,Smartphone,Electronics,East,India,4,737.3,2949.2,1474.69,1474.51,Online,50
ORD-000164,1/18/2024,CUST-01997,PROD-03695,Pen Set,Office Supplies,East,India,5,1651.62,8258.1,5617.58,2640.52,Online,31.97
ORD-000165,3/29/2025,CUST-01685,PROD-03227,Headphones,Electronics,North,India,3,2902.43,8707.29,5732.33,2974.96,Offline,34.17
ORD-000166,3/18/2025,CUST-01016,PROD-06660,Notebook,Office Supplies,West,Saudi Arabia,10,808.02,8080.2,4493.63,3586.57,Online,44.39
ORD-000167,10/3/2024,CUST-01947,PROD-02560,Pen Set,Office Supplies,South,India,4,1436.83,5747.32,3910.54,1836.78,Online,31.96
ORD-000168,2/27/2025,CUST-01068,PROD-09027,Desk Organizer,Office Supplies,North,Bangladesh,2,1242.67,2485.34,1715.21,770.13,Partner,30.99
ORD-000169,4/20/2025,CUST-03234,PROD-02014,Installation,Services,North,India,1,887.35,887.35,656.41,230.94,Offline,26.03
ORD-000170,1/27/2024,CUST-01732,PROD-06265,Maintenance,Services,East,Thailand,3,849.76,2549.28,1547.91,1001.37,Online,39.28
ORD-000171,5/28/2025,CUST-01831,PROD-02593,Security Suite,Software,East,Malaysia,1,2005.89,2005.89,969.46,1036.43,Offline,51.67
ORD-000172,4/8/2025,CUST-02122,PROD-06420,Analytics License,Software,North,Nepal,4,2117.71,8470.84,4594.29,3876.55,Partner,45.76
ORD-000173,12/28/2024,CUST-01382,PROD-06800,Maintenance,Services,East,Thailand,2,1050.09,2100.18,1120.31,979.87,Partner,46.66
ORD-000174,1/17/2025,CUST-01988,PROD-07772,Headphones,Electronics,North,Bangladesh,10,501.82,5018.2,2970.24,2047.96,Offline,40.81
ORD-000175,6/8/2025,CUST-01998,PROD-06513,Desk Organizer,Office Supplies,East,Thailand,10,1562.23,15622.3,12436.7,3185.6,Online,20.39
ORD-000176,1/16/2025,CUST-03014,PROD-08761,Laptop,Electronics,North,Nepal,3,848.67,2546.01,1448.81,1097.2,Online,43.09
ORD-000177,7/2/2024,CUST-02656,PROD-02676,Maintenance,Services,East,Thailand,3,822.53,2467.59,1290.74,1176.85,Partner,47.69
ORD-000178,7/12/2024,CUST-02266,PROD-03984,Bookshelf,Furniture,South,Sri Lanka,1,2211.79,2211.79,1457.18,754.61,Online,34.12
ORD-000179,4/6/2025,CUST-02417,PROD-04703,Training,Services,West,UAE,3,3002.2,9006.6,5564.82,3441.78,Offline,38.21
ORD-000180,2/25/2024,CUST-01017,PROD-04140,Installation,Services,North,Bangladesh,1,738.76,738.76,457.78,280.98,Partner,38.03
ORD-000181,8/17/2024,CUST-02142,PROD-09795,Consulting,Services,South,Singapore,2,768.87,1537.74,775.22,762.52,Partner,49.59
ORD-000182,5/3/2025,CUST-01760,PROD-09003,Security Suite,Software,North,India,1,558.57,558.57,304.38,254.19,Offline,45.51
ORD-000183,1/28/2024,CUST-03491,PROD-08624,Consulting,Services,West,India,2,2683.89,5367.78,3509.43,1858.35,Online,34.62
ORD-000184,8/5/2025,CUST-01994,PROD-06301,Analytics License,Software,West,UAE,1,644.26,644.26,429.26,215,Online,33.37
ORD-000185,12/22/2025,CUST-02555,PROD-07116,Laptop,Electronics,North,Nepal,1,146.54,146.54,88.37,58.17,Online,39.7
ORD-000186,7/2/2024,CUST-03419,PROD-05148,Cloud Storage,Software,East,India,5,4783.17,23915.85,17381.12,6534.73,Online,27.32
ORD-000187,2/28/2025,CUST-01209,PROD-01600,Security Suite,Software,West,India,4,1947.15,7788.6,5081.24,2707.36,Online,34.76
ORD-000188,1/9/2025,CUST-03125,PROD-07239,Analytics License,Software,East,Malaysia,1,2702.58,2702.58,1758.57,944.01,Offline,34.93
ORD-000189,2/10/2024,CUST-03100,PROD-05584,Printer Paper,Office Supplies,East,Malaysia,2,893.37,1786.74,1149.35,637.39,Offline,35.67
ORD-000190,4/28/2025,CUST-01199,PROD-07959,Monitor,Electronics,North,Bangladesh,20,1334.35,26687,15522.18,11164.82,Offline,41.84
